Function Name,Exclusive Samples,Exclusive Samples %,Instruction Address,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",2,0.00,0x7FFB6FF24E21,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",2,0.00,0x7FFB6FF24E41,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",2,0.00,0x7FFB6FF24DFE,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",2,0.00,0x7FFB6FF16377,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.ValueTuple`2[System.Int64,System.Int64]].Microsoft.Quantum.Simulation.Core.ICallable.Apply",2,0.00,0x7FFB6FF10611,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon]..ctor",2,0.00,0x7FFB6FF069B6,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",2,0.00,0x7FFB700E056E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Boolean,System.Boolean,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",2,0.00,0x7FFB6FF14B50,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].Apply",2,0.00,0x7FFB6FF2D3AC,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].Partial",2,0.00,0x7FFB6FF208F7,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<get_AdjointBody>b__14_0",2,0.00,0x7FFB700E7770,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].get_AdjointBody",2,0.00,0x7FFB700E76A9,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].get_AdjointBody",2,0.00,0x7FFB700E76AD,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].get_Body",2,0.00,0x7FFB6FF2D9A1,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].GetQubits",2,0.00,0x7FFB6FF2E2B4,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]]..ctor",2,0.00,0x7FFB6FF2C16D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]]..ctor",2,0.00,0x7FFB6FF2C1FD,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.BuildTuple",2,0.00,0x7FFB6FF1B43D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.BuildTuple",2,0.00,0x7FFB6FF1B445,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.BuildTuple",2,0.00,0x7FFB6FF1B44B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",2,0.00,0x7FFB6FF0B244,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",2,0.00,0x7FFB6FF0B281,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",2,0.00,0x7FFB6FF0B576,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",2,0.00,0x7FFB6FF0B637,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",2,0.00,0x7FFB6FF0B638,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",2,0.00,0x7FFB6FF0B63F,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",2,0.00,0x7FFB6FF0B641,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.GetTupleValues",2,0.00,0x7FFB6FF1A2BB,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c.<CastTuple>b__1_0",2,0.00,0x7FFB6FF16490,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c.<CastTuple>b__1_0",2,0.00,0x7FFB6FF1649A,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c.<GetTupleValues>b__5_0",2,0.00,0x7FFB6FF1A43E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c__DisplayClass8_0`2[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].<Create>b__0",2,0.00,0x7FFB6FF220E5,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c__DisplayClass8_0`2[System.ValueTuple`2[System.Int64,System.__Canon],System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon]].<Create>b__0",2,0.00,0x7FFB6FF1A151,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext",2,0.00,0x7FFB6FF1AD85,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext",2,0.00,0x7FFB6FF1AE49,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext",2,0.00,0x7FFB6FF1B09C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext",2,0.00,0x7FFB6FF1B13D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.System.Collections.Generic.IEnumerable<System.Object>.GetEnumerator",2,0.00,0x7FFB6FF1ACF7,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].get_Item",2,0.00,0x7FFB6FF16C2C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",2,0.00,0x7FFB6FF1620D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",2,0.00,0x7FFB6FF1625E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",2,0.00,0x7FFB6FF1626F,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",2,0.00,0x7FFB6FF1627D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.Boolean]..ctor",2,0.00,0x7FFB6FF16A87,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",2,0.00,0x7FFB6FF1BF15,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",2,0.00,0x7FFB6FF1BF2A,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",2,0.00,0x7FFB6FF1BF45,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range..ctor",2,0.00,0x7FFB6FF0F9F0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range..ctor",2,0.00,0x7FFB6FF0F9F1,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext",2,0.00,0x7FFB6FF0FB53,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext",2,0.00,0x7FFB6FF0FB66,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext",2,0.00,0x7FFB6FF0FB73,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsCallable",2,0.00,0x7FFB6FF12548,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsCallable",2,0.00,0x7FFB6FF12580,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsCallable",2,0.00,0x7FFB6FF12584,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsControllable",2,0.00,0x7FFB6FF124E8,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsControllable",2,0.00,0x7FFB6FF12507,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsQubit",2,0.00,0x7FFB6FF125C7,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple",2,0.00,0x7FFB6FF11F0C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsUnitary",2,0.00,0x7FFB6FF12428,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsUnitary",2,0.00,0x7FFB6FF12464,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",2,0.00,0x7FFB6FF11BFD,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",2,0.00,0x7FFB6FF11EAF,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions+<>c.<Normalize>b__10_0",2,0.00,0x7FFB6FF123FA,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IAdjointable.get_Adjoint",2,0.00,0x7FFB700E2F59,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",2,0.00,0x7FFB6FF28719,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",2,0.00,0x7FFB700E0B60,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",2,0.00,0x7FFB700E1B14,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",2,0.00,0x7FFB6FF2C8BC,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",2,0.00,0x7FFB6FF25334,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",2,0.00,0x7FFB6FF1DED8,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",2,0.00,0x7FFB6FF2D25C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial",2,0.00,0x7FFB6FF2086B,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.AbstractFactory`1[System.__Canon].GetInstance",2,0.00,0x7FFB6FEF86C1,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.AbstractFactory`1[System.__Canon].GetInstance",2,0.00,0x7FFB6FEF86E9,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.AbstractFactory`1[System.__Canon].GetInstance",2,0.00,0x7FFB6FEF86EE,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.AbstractFactory`1[System.__Canon].GetInstance",2,0.00,0x7FFB6FEF87F7,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.Extensions.GetIds",2,0.00,0x7FFB6FF25CF0,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator.SafeControlled",2,0.00,0x7FFB6FF25C10,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimH.get_Body",2,0.00,0x7FFB6FF1C5C0,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimH+<>c.<get_Body>b__7_0",2,0.00,0x7FFB6FF1C6AF,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimH+<>c.<get_Body>b__7_0",2,0.00,0x7FFB6FF1C6E3,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.<get_AdjointBody>b__9_0",2,0.00,0x7FFB6FF2D921,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.<get_ControlledAdjointBody>b__13_0",2,0.00,0x7FFB700E24EF,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.<get_ControlledAdjointBody>b__13_0",2,0.00,0x7FFB700E2546,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.<get_ControlledBody>b__11_0",2,0.00,0x7FFB6FF25BA5,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.get_AdjointBody",2,0.00,0x7FFB6FF2D8A8,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.get_ControlledBody",2,0.00,0x7FFB6FF25A74,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR+<>c.<get_Body>b__7_0",2,0.00,0x7FFB6FF1CCBA,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR+<>c.<get_Body>b__7_0",2,0.00,0x7FFB6FF1CD34,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR+<>c__DisplayClass11_0.<get_ControlledBody>b__2",2,0.00,0x7FFB6FF27BA8,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimX.<get_ControlledBody>b__9_0",2,0.00,0x7FFB6FF28974,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimX.<get_ControlledBody>b__9_0",2,0.00,0x7FFB6FF28990,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimX+<>c__DisplayClass9_0.<get_ControlledBody>b__2",2,0.00,0x7FFB6FF289D0,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimX+<>c__DisplayClass9_0.<get_ControlledBody>b__2",2,0.00,0x7FFB6FF289DF,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QubitManagerBase.AllocateOneQubit",2,0.00,0x7FFB6FF15543,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",2,0.00,0x7FFB6FF0F217,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",2,0.00,0x7FFB6FF0F23A,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",2,0.00,0x7FFB6FF0F240,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",2,0.00,0x7FFB6FF0F267,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",2,0.00,0x7FFB6FF0F27F,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.Get",2,0.00,0x7FFB6FEF8646,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.Get",2,0.00,0x7FFB6FEF868A,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.Get",2,0.00,0x7FFB6FEF8693,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",2,0.00,0x7FFB6FF0C2C1,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",2,0.00,0x7FFB6FF0C2E7,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",2,0.00,0x7FFB6FF0C2F6,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",2,0.00,0x7FFB6FF0C357,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase+Allocate.Apply",2,0.00,0x7FFB6FF152A4,0,0,0,0,
"System.Linq.Enumerable.Select",2,0.00,0x7FFB6FF2702C,0,0,0,0,
"System.Linq.Enumerable.Select",2,0.00,0x7FFB6FF27196,0,0,0,0,
"System.Linq.Enumerable.Select",2,0.00,0x7FFB6FF271B3,0,0,0,0,
"System.Linq.Enumerable.Select",2,0.00,0x7FFB6FF27301,0,0,0,0,
"System.Linq.Enumerable.ToArray",2,0.00,0x7FFB6FF273D9,0,0,0,0,
"System.Linq.Enumerable+SelectListIterator`2[System.__Canon,System.UInt32].ToArray",2,0.00,0x7FFB6FF27AF4,0,0,0,0,
"System.Linq.Enumerable+SelectListIterator`2[System.__Canon,System.UInt32].ToArray",2,0.00,0x7FFB6FF27B30,0,0,0,0,
"System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.Int64,System.__Canon]]..ctor",2,0.00,0x7FFB6FEA375C,0,0,0,0,
"System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]..ctor",2,0.00,0x7FFB6FEA3BD0,0,0,0,0,
"System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]..ctor",2,0.00,0x7FFB6FEA3BEE,0,0,0,0,
"System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]..ctor",2,0.00,0x7FFB6FEA3627,0,0,0,0,
"[advapi32.dll]",1,0.00,0x7FFC1E4CB1D7,0,0,0,0,
"[bcrypt.dll]",1,0.00,0x7FFC1CBA4DC6,0,0,0,0,
"[bcryptprimitives.dll]",1,0.00,0x7FFC1E02D88D,0,0,0,0,
"[clbcatq.dll]",1,0.00,0x7FFC1E0E93AB,0,0,0,0,
"[clrjit.dll]",1,0.00,0x7FFBE0CB3995,0,0,0,0,
"[combase.dll]",1,0.00,0x7FFC1E220BDA,0,0,0,0,
"[combase.dll]",1,0.00,0x7FFC1E222764,0,0,0,0,
"[hostpolicy.dll]",1,0.00,0x7FFBF802F4E4,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5BBECD,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5BFCCF,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5BFCFF,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DAF7C,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DAF92,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DAF9E,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DAFB4,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DAFC0,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DB142,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DB197,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DB1AA,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DB1CD,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DB1CF,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DB1D9,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DB21F,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DBE20,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DBE3B,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DBE75,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DBFEB,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DBFF3,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DBFFD,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DC038,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DC03D,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DC0BC,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DC0BF,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DC0C8,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5DC0ED,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5E08D0,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5E0A5B,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5E0B24,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5E0B3F,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5E0B46,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5E0B77,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5E8951,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5E9729,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5F240D,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D5F8338,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D600A99,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D607637,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D6084F2,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D608509,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D60CC90,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D60CE90,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D60D1E0,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D60D7DA,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D61A6D1,0,0,0,0,
"[KernelBase.dll]",1,0.00,0x7FFC1D61A977,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F2901,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F2936,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F294F,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F2954,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F2B00,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F2B0A,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F2B36,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F2D30,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F2D66,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F2D87,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F2F00,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F2F3F,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F2FF0,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F3032,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F3150,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F4306,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F4351,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF70F4380,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF711AD40,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF711AD47,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF711ADF7,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF711AE0A,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF711AE3E,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF711AE7F,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF7122CE0,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF7128C6F,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF71298D1,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF712990C,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF712992E,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF7129BC3,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF7129C01,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF7129C1D,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF7129C2F,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF7129C53,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF7129C56,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF7129C58,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF7129C72,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",1,0.00,0x7FFBF7129CD8,0,0,0,0,
