Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Root","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].get_Body",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].Apply",2,2,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].get_ControlledBody","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].get_ControlledBody",9,9,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].get_ControlledBody","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]],System.__Canon].Apply",9,9,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon]..ctor",7,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon]..ctor","[coreclr.dll]",7,1,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon]..ctor",6,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon].get_Body",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon].Apply",2,2,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].Apply",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_ControlledBody","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_ControlledBody",3,3,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_ControlledBody","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",3,3,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].Apply",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].get_ControlledBody","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].get_ControlledBody",10,10,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].get_ControlledBody","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",10,10,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon]..ctor",2,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon].<.ctor>b__2_1",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon]..ctor","[coreclr.dll]",1,1,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon]..ctor",1,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].<get_ControlledBody>b__11_0",479,0,0.13,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]],System.__Canon].Apply",479,0,0.13,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",10,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimX.<get_ControlledBody>b__9_0",467,1,0.12,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimX.get_ControlledBody",2,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_AdjointBody","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_AdjointBody",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_AdjointBody","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].Apply",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_Body",10,10,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].Apply",10,10,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_ControlledBody","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_ControlledBody",1,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_ControlledBody","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]],System.__Canon].Apply",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_ControlledBody","[coreclr.dll]",1,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon]..ctor",3,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<.ctor>b__2_1",3,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon]..ctor","[coreclr.dll]",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]],System.__Canon]..ctor",1,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].get_Body",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]],System.__Canon].Apply",2,2,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon]..ctor",3,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon].<.ctor>b__2_1",3,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon]..ctor","[coreclr.dll]",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]],System.__Canon]..ctor",1,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon]..ctor",2,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].<.ctor>b__2_1",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon]..ctor","[coreclr.dll]",2,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].get_AdjointBody","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].get_AdjointBody",3,3,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].get_AdjointBody","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.Int64,System.__Canon]],System.__Canon].Apply",3,3,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].get_Body",7,7,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.Int64,System.__Canon]],System.__Canon].Apply",7,7,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon]..ctor",2,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].<.ctor>b__2_1",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon]..ctor","[coreclr.dll]",2,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].get_Body",37,37,0.01,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]],System.__Canon].Apply",37,37,0.01,0.01,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon]..ctor",3,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<.ctor>b__2_1",3,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon]..ctor","[coreclr.dll]",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon]..ctor",2,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledAdjointBody>b__13_0","64,747",1,16.96,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]],System.__Canon].Apply","64,747",1,16.96,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledAdjointBody>b__13_0","[coreclr.dll]",3,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledAdjointBody>b__13_0","[Unknown]",1,1,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Canon.ModularIncrementPhaseLE.<get_ControlledAdjointBody>b__31_0","64,732",14,16.96,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Canon.ModularIncrementPhaseLE.get_ControlledAdjointBody",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",8,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledBody>b__11_0","64,655",0,16.94,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]],System.__Canon].Apply","64,655",0,16.94,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledBody>b__11_0","[coreclr.dll]",3,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledBody>b__11_0","Microsoft.Quantum.Canon.ModularIncrementPhaseLE.<get_ControlledBody>b__29_0","64,641",13,16.93,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledBody>b__11_0","Microsoft.Quantum.Canon.ModularIncrementPhaseLE.get_ControlledBody",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",10,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_AdjointBody","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_AdjointBody",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_AdjointBody","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body",19,19,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",19,19,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_ControlledBody","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_ControlledBody",2,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_ControlledBody","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]],System.__Canon].Apply",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_ControlledBody","[coreclr.dll]",2,2,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon]..ctor",2,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].<.ctor>b__2_1",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon]..ctor","[coreclr.dll]",2,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body",49,49,0.01,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",49,49,0.01,0.01,
"Root","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon]..ctor",2,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon]..ctor","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].<.ctor>b__2_1",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon]..ctor","[coreclr.dll]",2,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.Extensions.GetQubits","Microsoft.Quantum.Simulation.Core.Extensions.GetQubits","9,848",470,2.58,0.12,
"Caller","Microsoft.Quantum.Simulation.Core.Extensions.GetQubits","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple","5,066",292,1.33,0.08,
