Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Caller","Microsoft.Quantum.Simulation.Core.Extensions.GetQubits","Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].<.ctor>b__0",25,0,0.01,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Extensions.GetQubits","Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].<.ctor>b__0",4,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Extensions.GetQubits","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",119,29,0.03,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.Extensions.GetQubits","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation","4,634",148,1.21,0.04,
"Callee","Microsoft.Quantum.Simulation.Core.Extensions.GetQubits","[coreclr.dll]","3,433","1,348",0.90,0.35,
"Callee","Microsoft.Quantum.Simulation.Core.Extensions.GetQubits","[Unknown]","2,573",508,0.67,0.13,
"Callee","Microsoft.Quantum.Simulation.Core.Extensions.GetQubits","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.CanHaveQubitsSimple",716,137,0.19,0.04,
"Callee","Microsoft.Quantum.Simulation.Core.Extensions.GetQubits","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetToQubitArrayMap","2,656",99,0.70,0.03,
"Root","Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays","Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays","5,688",209,1.49,0.05,
"Caller","Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",160,7,0.04,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation","5,528",202,1.45,0.05,
"Callee","Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays","[coreclr.dll]",61,8,0.02,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays","[Unknown]",471,320,0.12,0.08,
"Callee","Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition","4,947",73,1.30,0.02,
"Root","Microsoft.Quantum.Simulation.Core.Extensions.Pow","Microsoft.Quantum.Simulation.Core.Extensions.Pow",58,58,0.02,0.02,
"Caller","Microsoft.Quantum.Simulation.Core.Extensions.Pow","Microsoft.Quantum.Canon.BoolArrFromPositiveInt.<get_Body>b__7_0",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Extensions.Pow","Microsoft.Quantum.Primitive.RFrac.<get_AdjointBody>b__13_0",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Extensions.Pow","Microsoft.Quantum.Primitive.RFrac.<get_Body>b__11_0",4,4,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.Extensions.Pow","Microsoft.Quantum.Primitive.RFrac.<get_ControlledAdjointBody>b__17_0",24,24,0.01,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.Extensions.Pow","Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",26,26,0.01,0.01,
"Root","Microsoft.Quantum.Simulation.Core.GenericAdjoint.CreateOperation","Microsoft.Quantum.Simulation.Core.GenericAdjoint.CreateOperation",605,1,0.16,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericAdjoint.CreateOperation","[coreclr.dll]",605,1,0.16,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericAdjoint.CreateOperation","[coreclr.dll]",4,3,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericAdjoint.CreateOperation","[Unknown]",142,5,0.04,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericAdjoint.CreateOperation","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",375,1,0.10,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericAdjoint.CreateOperation","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",83,1,0.02,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor",7,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor","Microsoft.Quantum.Simulation.Core.GenericOperation.<.ctor>b__3_0",7,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor","[coreclr.dll]",5,3,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor","[Unknown]",2,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor",69,2,0.02,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor","Microsoft.Quantum.Canon.ApplyLEOperationOnPhaseLEA.get_WithA",10,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor","Microsoft.Quantum.Canon.ApplyReversedOpBigEndianCA.get_Reverse",13,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor","Microsoft.Quantum.Canon.CopyMostSignificantBitLE.get_Tail",8,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor","Microsoft.Quantum.Canon.ExtendedGCD.get_Fst",10,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor","Microsoft.Quantum.Canon.ExtendedGCD.get_Snd",28,0,0.01,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor","[coreclr.dll]",32,16,0.01,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor","[Unknown]",35,4,0.01,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation.<.ctor>b__3_0","Microsoft.Quantum.Simulation.Core.GenericOperation.<.ctor>b__3_0",9,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.<.ctor>b__3_0","[Unknown]",9,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.<.ctor>b__3_0","[coreclr.dll]",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.<.ctor>b__3_0","[Unknown]",1,1,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.<.ctor>b__3_0","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor",7,0,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","89,377",30,23.41,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Canon.ApplyReversedOpBigEndianCA.<get_AdjointBody>b__11_0","1,016",8,0.27,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Canon.ApplyReversedOpBigEndianCA.<get_Body>b__9_0","1,075",10,0.28,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Canon.CopyMostSignificantBitLE.<get_AdjointBody>b__13_0",778,2,0.20,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Canon.CopyMostSignificantBitLE.<get_Body>b__11_0",755,3,0.20,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply","89,063",7,23.33,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","[coreclr.dll]",51,45,0.01,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","[Unknown]","3,976",34,1.04,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",690,2,0.18,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply","87,421",8,22.90,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize",519,8,0.14,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","5,863",6,1.54,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Canon.ContinuedFractionConvergent.<get_Body>b__15_0",4,0,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Canon.ExtendedGCD.<get_Body>b__11_0","5,859",6,1.53,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","[coreclr.dll]",52,45,0.01,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","[Unknown]","3,612",16,0.95,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply","1,101",6,0.29,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","1,092",10,0.29,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","2,676",13,0.70,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","[coreclr.dll]","2,676",13,0.70,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","[coreclr.dll]",51,41,0.01,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","[Unknown]","1,123",21,0.29,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","1,489",16,0.39,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","1,819",12,0.48,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","[coreclr.dll]","1,819",12,0.48,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","[coreclr.dll]",25,23,0.01,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","[Unknown]",742,22,0.19,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","1,040",23,0.27,0.01,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",754,7,0.20,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","[coreclr.dll]",379,6,0.10,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","Microsoft.Quantum.Simulation.Core.GenericAdjoint.CreateOperation",375,1,0.10,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","[coreclr.dll]",9,5,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","[Unknown]",309,9,0.08,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",429,14,0.11,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",429,14,0.11,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",429,14,0.11,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","[coreclr.dll]",1,1,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","[Unknown]",307,14,0.08,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve",107,4,0.03,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","1,489",16,0.39,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","1,489",16,0.39,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","[coreclr.dll]",6,3,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","[Unknown]",478,20,0.13,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve",989,15,0.26,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","1,040",23,0.27,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation","1,040",23,0.27,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","[coreclr.dll]",3,2,0.00,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","[Unknown]",599,25,0.16,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve",415,10,0.11,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply","89,064",1,23.33,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply","Microsoft.Quantum.Canon.ApplyLEOperationOnPhaseLEA.<get_AdjointBody>b__11_0","44,774",0,11.73,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply","Microsoft.Quantum.Canon.ApplyLEOperationOnPhaseLEA.<get_Body>b__9_0","44,290",1,11.60,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply","89,063",7,23.33,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,1,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply","Microsoft.Quantum.Canon.ExtendedGCD.<get_Body>b__11_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply",5,5,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply","Microsoft.Quantum.Canon.ApplyReversedOpBigEndianCA.<get_AdjointBody>b__11_0",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply","Microsoft.Quantum.Canon.ApplyReversedOpBigEndianCA.<get_Body>b__9_0",2,2,0.00,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Microsoft.Quantum.Simulation.Core.ICallable.Apply","Microsoft.Quantum.Canon.CopyMostSignificantBitLE.<get_AdjointBody>b__13_0",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve","1,511",37,0.40,0.01,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",989,15,0.26,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",415,10,0.11,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",107,4,0.03,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve",867,8,0.23,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve","[coreclr.dll]",27,19,0.01,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve","[Unknown]",327,33,0.09,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve",867,8,0.23,0.00,
"Callee","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve","Microsoft.Quantum.Simulation.Core.TypeExtensions.Normalize","1,120",8,0.29,0.00,
"Root","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.CanHaveQubitsSimple","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.CanHaveQubitsSimple",716,137,0.19,0.04,
"Caller","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.CanHaveQubitsSimple","Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",716,137,0.19,0.04,
"Callee","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.CanHaveQubitsSimple","[coreclr.dll]",29,29,0.01,0.01,
"Callee","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.CanHaveQubitsSimple","[Unknown]",550,281,0.14,0.07,
"Root","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple","39,302",372,10.30,0.10,
"Caller","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple","15,911",149,4.17,0.04,
"Caller","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple","Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].<.ctor>b__0",94,0,0.02,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple","Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].<.ctor>b__0",29,1,0.01,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",20,0,0.01,0.00,
"Caller","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation","39,282",222,10.29,0.06,
"Callee","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple","[coreclr.dll]",541,284,0.14,0.07,
"Callee","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple","[Unknown]","32,458","1,567",8.50,0.41,
"Callee","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple","Microsoft.Quantum.Simulation.Core.AbstractOperation.GetQubits",3,3,0.00,0.00,
